mu,lambda
156878717.8416935,0.1107673719933989
157096566.73893958,0.11074622023949739
157314718.1510372,0.11072507325370096
157533172.49807215,0.11070393103428662
157751930.2007136,0.11068279357953248
157970991.6802149,0.11066166088771773
158190357.3584144,0.11064053295712274
158410027.65773672,0.1106194097860289
158630003.00119147,0.11059829137271888
158850283.81237727,0.11057717771547632
159070870.5154805,0.11055606881258599
159291763.53527647,0.11053496466233384
159512963.2971305,0.11051386526300688
159734470.2269985,0.11049277061289328
159956284.75142786,0.11047168071028227
160178407.29755834,0.11045059555346425
160400838.29312342,0.11042951514073063
160623578.16644883,0.11040843947037417
160846627.34645677,0.11038736854068851
161069986.2626645,0.11036630234996847
161293655.3451858,0.11034524089651004
161517635.0247316,0.11032418417861029
161741925.7326111,0.11030313219456737
161966527.90073225,0.11028208494268063
162191441.9616029,0.11026104242125044
162416668.34833202,0.11024000462857832
162642207.4946283,0.11021897156296699
162868059.83480445,0.11019794322272017
163094225.80377564,0.11017691960614275
163320705.83706108,0.11015590071154072
163547500.37078464,0.11013488653722119
163774609.84167597,0.11011387708149237
164002034.687071,0.11009287234266361
164229775.34491313,0.11007187231904537
164457832.2537544,0.11005087700894918
164686205.85275412,0.11002988641068781
164914896.58168313,0.11000890052257503
165143904.8809225,0.10998791934292573
165373231.1914647,0.10996694287005598
165602875.95491463,0.10994597110228292
165832839.61349046,0.1099250040379248
166063122.61002442,0.109904041675301
166293725.38796425,0.10988308401273197
166524648.39137173,0.10986213104853945
166755892.06492698,0.10984118278104608
166987456.85392722,0.10982023920857573
167219343.2042878,0.10979930032945331
167451551.56254348,0.10977836614200495
167684082.37584895,0.10975743664455782
167916936.09197995,0.10973651183544023
168150113.15933397,0.10971559171298158
168383614.02693176,0.10969467627551235
168617439.1444158,0.10967376552136435
168851588.96205482,0.10965285944887022
169086063.93074214,0.10963195805636389
169320864.50199723,0.10961106134218035
169555991.1279666,0.10959016930465572
169791444.2614246,0.1095692819421272
170027224.3557743,0.10954839925293317
170263331.86504906,0.10952752123541301
170499767.24391082,0.10950664788790741
170736530.9476548,0.10948577920875802
170973623.4322078,0.10946491519630763
171211045.1541297,0.10944405584890018
171448796.5706145,0.10942320116488069
171686878.139491,0.1094023511425953
171925290.31922373,0.10938150578039132
172164033.56891394,0.10936066507661713
172403108.348301,0.10933982902962214
172642515.1177608,0.10931899763775708
172882254.33831048,0.10929817089937366
173122326.47160664,0.10927734881282469
173362731.97994706,0.10925653137646416
173603471.32627136,0.10923571858864713
173844544.97416213,0.1092149104477298
174085953.3878457,0.10919410695206946
174327697.03219298,0.10917330810002457
174569776.37272108,0.10915251388995459
174812191.87559175,0.10913172432022028
175054944.0076158,0.10911093938918337
175298033.2362518,0.10909015909520675
175541460.02960733,0.10906938343665441
175785224.85644007,0.10904861241189147
176029328.1861586,0.10902784601928416
176273770.48882344,0.10900708425719982
176518552.2351477,0.10898632712400695
176763673.89649895,0.10896557461807503
177009135.94489726,0.10894482673777489
177254938.85302016,0.10892408348147829
177501083.09420097,0.10890334484755813
177747569.14243016,0.10888261083438848
177994397.47235653,0.10886188144034448
178241568.55928794,0.1088411566638024
178489082.87919232,0.10882043650313965
178736940.90869915,0.10879972095673465
178985143.12509793,0.10877901002296714
179233690.00634274,0.1087583037002178
179482582.03105086,0.10873760198686849
179731819.67850414,0.10871690488130217
179981403.42864996,0.10869621238190291
180231333.76210225,0.10867552448705592
180481611.16014224,0.10865484119514751
180732236.1047202,0.10863416250456503
180983209.07845378,0.10861348841369718
181234530.5646326,0.10859281892093353
181486201.0472169,0.10857215402466486
181738221.01083884,0.10855149372328304
181990590.94080365,0.10853083801518112
182243311.3230905,0.10851018689875319
182496382.64435333,0.1084895403723945
182749805.39192188,0.10846889843450139
183003580.05380335,0.10844826108347129
183257707.11868057,0.10842762831770286
183512187.07591698,0.10840700013559579
183767020.41555488,0.10838637653555086
184022207.6283171,0.10836575751597
184277749.2056079,0.10834514307525626
184533645.6395139,0.10832453321181382
184789897.42280513,0.10830392792404793
185046505.0489358,0.108283327210365
185303469.01204607,0.10826273106917247
185560789.8069603,0.10824213949887909
185818467.929192,0.1082215524978945
186076503.87494206,0.10820097006462961
186334898.14110044,0.10818039219749637
186593651.22524706,0.10815981889490783
186852763.62565285,0.10813925015527824
187112235.84128067,0.10811868597702289
187372068.37178624,0.10809812635855823
187632261.7175198,0.10807757129830173
187892816.37952438,0.10805702079467215
188153732.85954082,0.10803647484608925
188415011.660006,0.1080159334509739
188676653.2840545,0.10799539660774814
188938658.23551956,0.10797486431483505
189201027.01893416,0.1079543365706589
189463760.13953182,0.10793381337364504
189726858.1032483,0.10791329472221987
189990321.41672,0.10789278061481111
190254150.5872888,0.1078722710498474
190518346.1230004,0.10785176602575855
190782908.5326061,0.1078312655409755
191047838.32556355,0.1078107695939303
191313136.012038,0.1077902781830561
191578802.102903,0.10776979130678721
191844837.1097423,0.10774930896355894
192111241.54484797,0.10772883115180792
192378015.92122552,0.10770835786997174
192645160.75259215,0.10768788911648912
192912676.5533785,0.10766742488979991
193180563.83872944,0.10764696518834511
193448823.1245053,0.10762651001056679
193717454.92728278,0.10760605935490818
193986459.7643558,0.10758561321981355
194255838.15373746,0.10756517160372833
194525590.61415794,0.10754473450509916
194795717.66507003,0.10752430192237364
195066219.82664698,0.10750387385400058
195337097.6197845,0.10748345029842984
195608351.5661016,0.10746303125411247
195879982.18794164,0.10744261671950057
196151990.0083733,0.1074222066930474
196424375.55119163,0.10740180117320731
196697139.34091976,0.10738140015843575
196970281.90280712,0.10736100364718937
197243803.76283458,0.10734061163792585
197517705.44771272,0.10732022412910401
197791987.48488355,0.10729984111918378
198066650.4025215,0.10727946260662624
198341694.7295344,0.10725908858989351
198617120.99556467,0.1072387190674489
198892929.7309901,0.10721835403775684
199169121.46692574,0.10719799349928273
199445696.73522204,0.10717763745049334
199722656.06847015,0.10715728588985637
200000000.0,0.10713693881584066
