mu,lambda
84016742.08935246,0.12079777913376269
84133411.54500732,0.1207742898349889
84250243.0131554,0.1207508061928727
84367236.71877488,0.12072732820518906
84484392.88715607,0.12070385586971406
84601711.74390213,0.12068038918422497
84719193.51492947,0.12065692814650013
84836838.42646828,0.12063347275431899
84954646.70506285,0.12061002300546216
85072618.57757208,0.1205865788977113
85190754.27117018,0.12056314042884919
85309054.01334596,0.12053970759665986
85427518.031905,0.1205162803989283
85546146.55496892,0.12049285883344067
85664939.81097616,0.12046944289798424
85783898.02868232,0.1204460325903474
85903021.4371607,0.12042262790831966
86022310.26580271,0.12039922884969165
86141764.74431856,0.12037583541225501
86261385.10273659,0.12035244759380274
86381171.57140544,0.12032906539212875
86501124.38099334,0.12030568880502811
86621243.76248881,0.12028231783029701
86741529.94720118,0.12025895246573279
86861983.16676094,0.12023559270913385
86982603.65312023,0.12021223855829977
87103391.63855335,0.12018889001103117
87224347.35565738,0.12016554706512979
87345471.03735152,0.12014220971839865
87466762.91687931,0.12011887796864167
87588223.2278079,0.12009555181366398
87709852.20402874,0.12007223125127184
87831650.07975812,0.12004891627927257
87953617.08953755,0.12002560689547466
88075753.46823423,0.1200023030976877
88198059.45104152,0.11997900488372236
88320535.27347967,0.11995571225139043
88443181.1713951,0.11993242519850494
88565997.3809626,0.11990914372287988
88688984.13868466,0.11988586782233042
88812141.6813922,0.11986259749467283
88935470.24624495,0.11983933273772451
89058970.07073204,0.11981607354930396
89182641.39267235,0.1197928199272308
89306484.45021534,0.11976957186932573
89430499.48184021,0.1197463293734107
89554686.72635828,0.11972309243730865
89679046.42291218,0.11969986105884364
89803578.81097662,0.11967663523584088
89928284.13035886,0.11965341496612669
90053162.62119918,0.1196302002475285
90178214.52397129,0.11960699107787487
90303440.07948287,0.11958378745499544
90428839.5288763,0.11956058937672095
90554413.11362787,0.11953739684088342
90680161.07555014,0.11951420984531577
90806083.65679117,0.11949102838785217
90932181.09983523,0.11946785246632781
91058453.64750338,0.11944468207857908
91184901.54295382,0.11942151722244346
91311525.02968241,0.1193983578957595
91438324.35152352,0.11937520409636689
91565299.75264907,0.11935205582210653
91692451.47757109,0.11932891307082033
91819779.77114075,0.1193057758403513
91947284.87854932,0.11928264412854364
92074967.0453285,0.11925951793324262
92202826.51735094,0.11923639725229464
92330863.54083075,0.1192132820835472
92459078.36232392,0.11919017242484893
92587471.22872919,0.11916706827404953
92716042.38728708,0.11914396962899997
92844792.08558252,0.11912087648755217
92973720.57154389,0.11909778884755919
93102828.09344381,0.11907470670687527
93232114.89989972,0.11905163006335572
93361581.23987429,0.11902855891485697
93491227.36267588,0.11900549325923658
93621053.51795907,0.11898243309435322
93751059.95572548,0.11895937841806661
93881246.92632283,0.11893632922823776
94011614.68044756,0.11891328552272863
94142163.46914387,0.11889024729940237
94272893.54380456,0.11886721455612319
94403805.15617152,0.11884418729075646
94534898.55833624,0.11882116550116868
94666174.00274031,0.11879814918522742
94797631.74217612,0.11877513834080133
94929272.02978617,0.11875213296576036
95061095.11906546,0.11872913305797538
95193101.26386066,0.11870613861531845
95325290.71837096,0.11868314963566273
95457663.73714855,0.11866016611688253
95590220.57509908,0.11863718805685322
95722961.48748218,0.11861421545345133
95855886.72991195,0.11859124830455449
95988996.5583578,0.11856828660804139
96122291.22914356,0.11854533036179202
96255770.99895,0.11852237956368727
96389436.12481402,0.11849943421160927
96523286.86412944,0.1184764943034412
96657323.4746475,0.1184535598370674
96791546.21447739,0.1184306308103733
96925955.3420867,0.11840770722124547
97060551.11630231,0.11838478906757152
97195333.79630944,0.11836187634724034
97330303.64165431,0.11833896905814179
97465460.91224317,0.11831606719816687
97600805.86834322,0.11829317076520773
97736338.77058306,0.11827027975715762
97872059.87995322,0.1182473941719109
98007969.45780666,0.11822451400736303
98144067.76585925,0.11820163926141064
98280355.06619065,0.11817876993195135
98416831.62124339,0.11815590601688414
98553497.69382553,0.11813304751410886
98690353.54710966,0.11811019442152658
98827399.4446339,0.11808734673703947
98964635.65030228,0.11806450445855084
99102062.42838532,0.11804166758396506
99239680.0435205,0.11801883611118767
99377488.7607128,0.1179960100381253
99515488.84533557,0.11797318936268567
99653680.56312957,0.11795037408277771
99792064.18020566,0.11792756419631138
99930639.9630439,0.11790475970119776
100069408.17849435,0.11788196059534908
100208369.09377767,0.11785916687667866
100347522.9764856,0.11783637854310094
100486870.09458141,0.1178135955925315
100626410.71640053,0.11779081802288699
100766145.11065137,0.11776804583208514
100906073.5464144,0.11774527901804499
101046196.2931448,0.1177225175786865
101186513.6206716,0.1176997615119308
101327025.7991985,0.11767701081570014
101467733.09930441,0.11765426548791791
101608635.79194403,0.11763152552650857
101749734.14844829,0.11760879092939774
101891028.44052523,0.11758606169451205
102032518.94025916,0.11756333781977947
102174205.9201133,0.11754061930312887
102316089.65292883,0.11751790614249033
102458170.41192584,0.11749519833579501
102600448.4707038,0.11747249588097522
102742924.10324214,0.11744979877596436
102885597.58390073,0.11742710701869694
103028469.18742046,0.11740442060710861
103171539.18892404,0.11738173953913607
103314807.8639152,0.1173590638127173
103458275.4882813,0.11733639342579123
103601942.33829246,0.11731372837629797
103745808.69060245,0.11729106866217873
103889874.82224919,0.11726841428137583
104034141.01065533,0.11724576523183272
104178607.53362875,0.11722312151149399
104323274.66936348,0.11720048311830523
104468142.69643874,0.11717785005021338
104613211.89382175,0.11715522230516626
104758482.54086669,0.11713259988111291
104903954.91731569,0.11710998277600347
105049629.30329935,0.11708737098778921
105195505.97933728,0.11706476451442248
105341585.22633858,0.11704216335385677
105487867.3256025,0.1170195675040467
105634352.55881925,0.11699697696294792
105781041.2080691,0.11697439172851737
105927933.55582514,0.11695181179871296
106075029.88495234,0.11692923717149374
106222330.47870849,0.1169066678448199
106369835.6207447,0.11688410381665273
106517545.595106,0.11686154508495467
106665460.68623182,0.1168389916476892
106813581.17895661,0.11681644350282099
106961907.3585107,0.11679390064831573
107110439.5105194,0.11677136308214042
107259177.92100577,0.11674883080226299
107408122.87638968,0.11672630380665253
107557274.66348873,0.11670378209327928
107706633.56951882,0.11668126566011457
107856199.88209468,0.11665875450513084
108005973.88923045,0.11663624862630168
108155955.87934056,0.11661374802160168
108306146.14123887,0.1165912526890068
108456544.96414137,0.11656876262649385
108607152.63766535,0.11654627783204088
108757969.45183022,0.11652379830362705
108908995.69705819,0.11650132403923259
109060231.66417469,0.1164788550368389
109211677.64440906,0.11645639129442846
109363333.92939502,0.11643393280998487
109515200.81117168,0.11641147958149281
109667278.5821825,0.11638903160693823
109819567.53527822,0.116366588884308
109972067.96371585,0.11634415141159021
110124780.16115965,0.11632171918677407
110277704.42168164,0.11629929220784983
110430841.03976223,0.11627687047280895
110584190.31029075,0.11625445397964393
110737752.52856642,0.11623204272634836
110891527.99029733,0.11620963671091714
111045516.99160342,0.11618723593134607
111199719.82901542,0.11616484038563216
111354136.79947583,0.1161424500717735
111508768.2003395,0.11612006498776932
111663614.32937422,0.11609768513161996
111818675.48476125,0.11607531050132687
111973951.96509594,0.11605294109489264
112129444.06938866,0.1160305769103209
112285152.0970638,0.11600821794561653
112441076.34796277,0.11598586419878541
112597217.12234294,0.1159635156678346
112753574.72087862,0.1159411723507722
112910149.44466165,0.1159188342456075
113066941.595202,0.11589650135035089
113223951.47442833,0.11587417366301385
113381179.38468854,0.11585185118160898
113538625.62875083,0.11582953390414998
113696290.50980258,0.11580722182865177
113854174.33145344,0.11578491495313027
114012277.39773425,0.11576261327560255
114170600.01309805,0.1157403167940868
114329142.48242061,0.11571802550660233
114487905.11100113,0.11569573941116955
114646888.20456272,0.11567345850580998
114806092.06925347,0.11565118278854623
114965517.01164533,0.1156289122574022
115125163.33873726,0.11560664691040266
115285031.35795406,0.11558438674557367
115445121.37714747,0.1155621317609423
115605433.70459671,0.11553988195453677
115765968.64900911,0.11551763732438647
115926726.51952067,0.11549539786852181
116087707.62569667,0.11547316358497439
116248912.2775327,0.11545093447177684
116410340.78545354,0.11542871052696309
116571993.46031633,0.11540649174856799
116733870.61340944,0.11538427813462757
116895972.55645351,0.11536206968317898
117058299.60160206,0.11533986639226051
117220852.06144208,0.11531766825991153
117383630.2489946,0.11529547528417254
117546634.47771579,0.1152732874630851
117709865.06149583,0.11525110479469206
117873322.314662,0.11522892727703718
118037006.55197771,0.11520675490816545
118200918.08864343,0.11518458768612293
118365057.24029735,0.11516242560895683
118529424.32301594,0.11514026867471543
118694019.6533146,0.11511811688144817
118858843.54814829,0.1150959702272056
119023896.32491249,0.1150738287100393
119189178.30144218,0.11505169232800214
119354689.79601495,0.11502956107914798
119520431.12734997,0.11500743496153179
119686402.61460899,0.11498531397320971
119852604.57739694,0.11496319811223897
120019037.33576259,0.11494108737667791
120185701.21019915,0.11491898176458598
120352596.52164486,0.11489688127402378
120519723.59148405,0.11487478590305293
120687082.74154612,0.11485269564973637
120854674.29410857,0.11483061051213796
121022498.57189606,0.11480853048832272
121190555.89808138,0.11478645557635683
121358846.5962861,0.11476438577430756
121527370.99058118,0.1147423210802433
121696129.40548761,0.11472026149223354
121865122.16597745,0.11469820700834885
122034349.59747271,0.11467615762666106
122203812.02584864,0.11465411334524298
122373509.77743256,0.11463207416216856
122543443.17900492,0.1146100400755129
122713612.5578,0.11458801108335218
122884018.24150643,0.11456598718376372
123054660.55826795,0.11454396837482594
123225539.83668393,0.11452195465461838
123396656.4058105,0.11449994602122165
123568010.59515944,0.11447794247271764
123739602.73470138,0.11445594400718916
123911433.15486473,0.11443395062272024
124083502.18653677,0.11441196231739598
124255810.16106427,0.11438997908930262
124428357.41025409,0.11436800093652752
124601144.26637387,0.11434602785715914
124774171.0621531,0.11432405984928701
124947438.130782,0.11430209691100193
125120945.80591473,0.11428013904039566
125294694.42166843,0.11425818623556112
125468684.31262414,0.11423623849459238
125642915.81382756,0.1142142958155846
125817389.26078962,0.11419235819663401
125992104.98948717,0.11417042563583804
126167063.3363636,0.11414849813129518
126342264.63832995,0.11412657568110501
126517709.23276378,0.11410465828336837
126693397.4575125,0.11408274593618706
126869329.6508922,0.11406083863766403
127045506.15168875,0.1140389363859034
127221927.29915853,0.11401703917901033
127398593.433029,0.11399514701509117
127575504.89349934,0.11397325989225332
127752662.02124123,0.11395137780860534
127930065.15739982,0.11392950076225684
128107714.64359263,0.1139076287513187
128285610.82191293,0.11388576177390276
128463754.03492859,0.11386389982812203
128642144.6256832,0.11384204291209063
128820782.9376967,0.11382019102392381
128999669.31496602,0.1137983441617379
129178804.10196586,0.11377650232365039
129358187.64364965,0.1137546655077798
129537820.28544854,0.11373283371224596
129717702.37327467,0.11371100693516961
129897834.2535201,0.11368918517467268
130078216.27305791,0.11366736842887824
130258848.77924286,0.11364555669591044
130439732.11991206,0.11362374997389456
130620866.64338563,0.11360194826095699
130802252.69846742,0.11358015155522524
130983890.63444607,0.11355835985482789
131165780.80109388,0.11353657315789478
131347923.54867023,0.11351479146255673
131530319.22792049,0.11349301476694569
131712968.19007702,0.11347124306919476
131895870.78685993,0.11344947636743813
132079027.37047778,0.11342771465981112
132262438.29362819,0.11340595794445019
132446103.90949903,0.1133842062194928
132630024.57176721,0.11336245948307776
132814200.6346022,0.11334071773334475
132998632.45266479,0.11331898096843472
133183320.3811083,0.11329724918648963
133368264.77557917,0.11327552238565265
133553465.9922178,0.11325380056406799
133738924.38765904,0.11323208371988103
133924640.31903306,0.11321037185123824
134110614.1439664,0.11318866495628714
134296846.2205808,0.11316696303317655
134483336.9074967,0.11314526608005626
134670086.5638321,0.11312357409507717
134857095.54920366,0.11310188707639136
135044364.22372746,0.11308020502215198
135231892.94801962,0.11305852793051331
135419682.08319703,0.11303685579963077
135607731.99087802,0.11301518862766084
135796043.0331836,0.11299352641276113
135984615.5727362,0.11297186915309046
136173449.97266325,0.11295021684680867
136362546.59659585,0.1129285694920767
136551905.80867022,0.11290692708705667
136741527.97352815,0.11288528962991178
136931413.45631772,0.11286365711880633
137121562.62269422,0.1128420295519058
137311975.83882058,0.1128204069273767
137502653.47136876,0.11279878924338667
137693595.8875184,0.11277717649810459
137884803.45496053,0.11275556868970033
138076276.5418962,0.11273396581634487
138268015.51703784,0.11271236787621036
138460020.74960986,0.11269077486747005
138652292.6093494,0.11266918678829829
138844831.46650702,0.11264760363687057
139037637.69184792,0.1126260254113634
139230711.6566507,0.11260445210995465
139424053.73271102,0.11258288373082305
139617664.2923403,0.11256132027214855
139811543.708367,0.1125397617321122
140005692.35413727,0.11251820810889618
140200110.60351577,0.11249665940068376
140394798.83088627,0.11247511560565937
140589757.411153,0.11245357672200845
140784986.71973914,0.11243204274791774
140980487.1325909,0.11241051368157494
141176259.0261759,0.11238898952116892
141372302.7774846,0.11236747026488965
141568618.76403093,0.11234595591092825
141765207.36385313,0.11232444645747688
141962068.9555143,0.11230294190272891
142159203.91810334,0.11228144224487877
142356612.63123596,0.11225994748212195
142554295.47505355,0.11223845761265525
142752252.83022696,0.11221697263467638
142950485.07795507,0.11219549254638428
143148992.59996617,0.11217401734597893
143347775.77851853,0.11215254703166148
143546834.9964014,0.11213108160163418
143746170.63693544,0.11210962105410041
143945783.08397374,0.11208816538726464
144145672.7219028,0.1120667145993324
144345839.93564147,0.11204526868851053
144546285.11064458,0.11202382765300678
144747008.63290176,0.11200239149103013
144948010.88893864,0.1119809602007906
145149292.26581752,0.11195953378049939
145350853.1511383,0.11193811222836879
145552693.93303907,0.11191669554261219
145754815.0001969,0.11189528372144411
145957216.7418291,0.11187387676308015
146159899.54769194,0.11185247466573715
146362863.80808446,0.11183107742763294
146566109.9138472,0.1118096850469865
146769638.2563634,0.11178829752201794
146973449.22755978,0.11176691485094843
147177543.21990737,0.11174553703200035
147381920.62642214,0.11172416406339712
147586581.84066638,0.11170279594336324
147791527.25674734,0.11168143267012454
147996757.26932105,0.11166007424190769
148202272.27359116,0.11163872065694064
148408072.66531,0.1116173719134524
148614158.84077954,0.11159602800967312
148820531.19685203,0.11157468894383404
149027190.13093084,0.11155335471416754
149234136.0409717,0.11153202531890705
149441369.32548138,0.11151070075628726
149648890.38352162,0.11148938102454385
149856699.6147078,0.11146806612191365
150064797.4192102,0.1114467560466346
150273184.19775477,0.11142545079694578
150481860.351624,0.11140415037108735
150690826.2826576,0.11138285476730062
150900082.39325324,0.11136156398382797
151109629.08636793,0.1113402780189129
151319466.7655167,0.11131899687080014
151529595.83477643,0.1112977205377354
151740016.69878468,0.11127644901796556
151950729.76274085,0.11125518230973859
152161735.43240702,0.1112339204113036
152373034.1141087,0.11121266332091082
152584626.21473578,0.11119141103681154
152796512.14174297,0.11117016355725826
153008692.30315152,0.11114892088050446
153221167.10754752,0.11112768300480494
153433936.96408615,0.11110644992841545
153647002.28249016,0.11108522164959289
153860363.47305134,0.11106399816659528
154074020.9466311,0.11104277947768176
154287975.1146615,0.11102156558111262
154502226.38914594,0.11100035647514918
154716775.18265983,0.11097915215805398
154931621.9083522,0.11095795262809054
155146766.97994405,0.1109367578835237
155362210.81173253,0.11091556792261922
155577953.81858963,0.11089438274364409
155793996.4159634,0.11087320234486635
156010339.0198788,0.11085202672455519
156226982.04693854,0.11083085588098089
156443925.91432378,0.11080968981241487
156661171.03979558,0.11078852851712964
